id	sentence	english	created_at
6374	白天工作，晚上休息。	Work during the day and rest at night.	2026-06-29 21:40:58
6375	舊朋友來訪，很高興。	My old friend came to visit, I'm so happy.	2026-06-29 21:40:58
6376	病好後，該回去工作了。	After recovering from my illness, I should go back to work.	2026-06-29 21:40:58
6377	你係哪裡人，想去那裡旅遊？	Where are you from and where do you want to travel to?	2026-06-29 21:40:58
6378	謝謝你給我的建議。	Thanks for your advice.	2026-06-29 21:40:58
6379	又學習了一天，累了。	I've been studying all day and I'm tired.	2026-06-29 21:40:58
6380	腦海裡的疑問太多了。	I have too many questions in my mind.	2026-06-29 21:40:58
6381	功夫需要持續練習。	Kung fu requires continuous practice.	2026-06-29 21:40:58
6382	句子太長了，需要簡化。	The sentence is too long and needs to be simplified.	2026-06-29 21:40:58
6383	低聲細語，表示親密。	Speak in a low voice to show intimacy.	2026-06-29 21:40:58
6384	白色花朵很美麗。	The white flowers are beautiful.	2026-06-29 21:40:58
6385	舊書裡的知識很有用。	The knowledge in old books is very useful.	2026-06-29 21:40:58
6386	我腦袋裡的想法太混亂了。	My thoughts are too chaotic.	2026-06-29 21:40:58
6387	你們又來了，真好。	You guys are here again, that's great.	2026-06-29 21:40:58
6388	謝謝你幫我做的菜。	Thanks for cooking for me.	2026-06-29 21:40:58
6389	功課太難了，需要幫助。	My homework is too hard and I need help.	2026-06-29 21:40:58
6390	句子太簡單了，沒有挑戰。	The sentence is too simple and not challenging.	2026-06-29 21:40:58
6391	低頭看書，學習知識。	Lower your head to read books and learn knowledge.	2026-06-29 21:40:58
6392	白天工作，晚上學習。	Work during the day and study at night.	2026-06-29 21:40:58
6393	舊朋友來了，很開心。	My old friend came and I'm happy.	2026-06-29 21:40:58
6394	我媽媽今年五十三歲了	My mother is fifty-three years old now	2026-06-29 21:41:20
6395	這間房子住了十幾個人	Many people live in this house	2026-06-29 21:41:20
6396	男孩們都喜歡玩足球	Boys like playing soccer	2026-06-29 21:41:20
6397	我想買一條好吃的魚	I want to buy a delicious fish	2026-06-29 21:41:20
6398	她們教我們如何做菜	They teach us how to cook	2026-06-29 21:41:20
6399	我不懂為什麼他會錯過	I don't know why he missed it	2026-06-29 21:41:20
6400	旁邊的店家正在打折	The store next door is having a sale	2026-06-29 21:41:20
6401	他是八月份出生的	He was born in August	2026-06-29 21:41:20
6402	千萬不要忘記帶電話	Don't forget to bring your phone	2026-06-29 21:41:20
6403	我姐姐住在台北的旁邊	My sister lives next to Taipei	2026-06-29 21:41:20
6404	這些魚都是活的	These fish are all alive	2026-06-29 21:41:20
6405	媽媽教我如何做飯	Mom teaches me how to cook	2026-06-29 21:41:20
6406	男生都喜歡玩電腦	Boys like playing computer games	2026-06-29 21:41:20
6407	我覺得這件衣服不錯	I think this dress is not bad	2026-06-29 21:41:20
6408	八點鐘的班車還沒來	The eight o'clock bus hasn't arrived yet	2026-06-29 21:41:20
6409	千篇一律的生活很無聊	A monotonous life is very boring	2026-06-29 21:41:20
6410	魚塭裡的魚都很大	The fish in the fish pond are very big	2026-06-29 21:41:20
6411	她教我如何游泳	She teaches me how to swim	2026-06-29 21:41:20
6412	住在這裡真的很方便	Living here is really convenient	2026-06-29 21:41:20
6413	男孩都喜歡玩遊戲	Boys like playing games	2026-06-29 21:41:20
6414	我覺得這本書很有趣	I think this book is very interesting	2026-06-29 21:41:20
6415	旁邊的公園很漂亮	The park next door is very beautiful	2026-06-29 21:41:20
6416	八月份的天氣很熱	The weather in August is very hot	2026-06-29 21:41:20
6417	千萬不要忘記吃藥	Don't forget to take your medicine	2026-06-29 21:41:20
6418	魚的味道很鮮美	The fish tastes very delicious	2026-06-29 21:41:20
6419	她們都喜歡吃海鮮	They all like eating seafood	2026-06-29 21:41:20
6420	教堂裡的鐘聲很美	The bell in the church is very beautiful	2026-06-29 21:41:20
6421	住在這裡真的很舒服	Living here is really comfortable	2026-06-29 21:41:20
6422	男生都喜歡玩籃球	Boys like playing basketball	2026-06-29 21:41:20
6423	我覺得這首歌很好聽	I think this song is very nice	2026-06-29 21:41:20
6424	八點鐘的新聞正在播報	The eight o'clock news is being broadcast	2026-06-29 21:41:20
6425	千萬不要錯過這個機會	Don't miss this opportunity	2026-06-29 21:41:20
6426	魚塭裡的水很清澈	The water in the fish pond is very clear	2026-06-29 21:41:20
6427	她教我如何騎腳踏車	She teaches me how to ride a bicycle	2026-06-29 21:41:20
6428	住在這裡真的很安全	Living here is really safe	2026-06-29 21:41:20
6429	男孩都喜歡玩電子遊戲	Boys like playing electronic games	2026-06-29 21:41:20
6430	我覺得這個遊戲很有趣	I think this game is very interesting	2026-06-29 21:41:20
6431	旁邊的商店正在促銷	The store next door is having a promotion	2026-06-29 21:41:20
6432	八月份的假期很長	The vacation in August is very long	2026-06-29 21:41:20
6433	千萬不要忘記帶傘	Don't forget to bring an umbrella	2026-06-29 21:41:20
6434	她們都喜歡吃水果	They all like eating fruit	2026-06-29 21:41:20
6435	教堂裡的禮拜很莊嚴	The worship in the church is very solemn	2026-06-29 21:41:20
6436	住在這裡真的很便利	Living here is really convenient	2026-06-29 21:41:20
6437	男生都喜歡玩足球	Boys like playing soccer	2026-06-29 21:41:20
6438	我覺得這個地方很漂亮	I think this place is very beautiful	2026-06-29 21:41:20
6439	八點鐘的火車正在等待	The eight o'clock train is waiting	2026-06-29 21:41:20
6440	魚塭裡的魚都很肥	The fish in the fish pond are very fat	2026-06-29 21:41:20
6441	她教我如何做蛋糕	She teaches me how to make a cake	2026-06-29 21:41:20
6442	住在這裡真的很開心	Living here is really happy	2026-06-29 21:41:20
6443	男孩都喜歡玩玩具	Boys like playing with toys	2026-06-29 21:41:20
6444	我覺得這個書很有意思	I think this book is very interesting	2026-06-29 21:41:20
6445	旁邊的圖書館很大	The library next door is very big	2026-06-29 21:41:20
6446	八月份的天氣很炎熱	The weather in August is very hot	2026-06-29 21:41:20
6447	千萬不要忘記吃早餐	Don't forget to eat breakfast	2026-06-29 21:41:20
6448	魚的味道很好吃	The fish tastes very delicious	2026-06-29 21:41:20
6449	她們都喜歡吃飯	They all like eating	2026-06-29 21:41:20
6450	教堂裡的鐘聲很好聽	The bell in the church is very nice	2026-06-29 21:41:20
6451	住在這裡真的很舒適	Living here is really comfortable	2026-06-29 21:41:20
6452	男生都喜歡玩遊戲	Boys like playing games	2026-06-29 21:41:20
6453	她是我的妹妹，今年八歲了。	She is my younger sister, and she is eight years old.	2026-06-29 21:42:29
6454	我從小就很喜歡喝酒。	I have liked drinking alcohol since I was a kid.	2026-06-29 21:42:29
6455	這間酒店的酒吧很有氣氛。	The bar in this hotel has a great atmosphere.	2026-06-29 21:42:29
6456	我姊姊今年二十五歲，已經結婚了。	My older sister is twenty-five years old and already married.	2026-06-29 21:42:29
6457	我覺得這樣的生活夠好了。	I think this kind of life is good enough.	2026-06-29 21:42:29
6458	從台北坐火車到台中大約需要兩個小時。	It takes about two hours to get to Taichung from Taipei by train.	2026-06-29 21:42:29
6459	這個週末我要去海邊玩。	I am going to the beach to have fun this weekend.	2026-06-29 21:42:29
6460	我媽媽的生日是下週五。	My mother's birthday is next Friday.	2026-06-29 21:42:29
6461	她現在二十歲，還在唸書。	She is twenty years old and still studying.	2026-06-29 21:42:29
6462	我想從現在開始學習英文。	I want to start learning English from now on.	2026-06-29 21:42:29
6463	這間房子有三個房間和一個客廳。	This house has three bedrooms and one living room.	2026-06-29 21:42:29
6464	我覺得這本書很有意思。	I think this book is very interesting.	2026-06-29 21:42:29
6465	我姐姐的房間很大，有很多書。	My sister's room is very big and has many books.	2026-06-29 21:42:29
6466	從這裡到車站大約需要十分鐘。	It takes about ten minutes to get to the station from here.	2026-06-29 21:42:29
6467	這間餐廳的酒很貴。	The alcohol in this restaurant is very expensive.	2026-06-29 21:42:29
6468	我妹妹很漂亮，很多人喜歡她。	My younger sister is very beautiful, and many people like her.	2026-06-29 21:42:29
6469	我覺得這樣的生活很夠了。	I think this kind of life is enough.	2026-06-29 21:42:29
6470	這個男人今年五十歲，還在工作。	This man is fifty years old and still working.	2026-06-29 21:42:29
6471	我想買一瓶酒送給我哥哥。	I want to buy a bottle of alcohol as a gift for my brother.	2026-06-29 21:42:29
6472	這間酒店的客室很舒適。	The guest room in this hotel is very comfortable.	2026-06-29 21:42:29
6473	我媽媽今年五十五歲，還很健康。	My mother is fifty-five years old and still very healthy.	2026-06-29 21:42:29
6474	這個女人很有樣子，唱歌很好聽。	This woman is very talented and sings very well.	2026-06-29 21:42:29
6475	我覺得這間餐廳很好，菜式很夠味。	I think this restaurant is very good and the dishes are very delicious.	2026-06-29 21:42:29
6476	我從小就很喜歡玩足球。	I have liked playing soccer since I was a kid.	2026-06-29 21:42:29
6477	這間房子有四個房間和二個客廳。	This house has four bedrooms and two living rooms.	2026-06-29 21:42:29
6478	我姐姐的生日是下個月。	My sister's birthday is next month.	2026-06-29 21:42:29
6479	這間餐廳的菜式很有樣子。	The dishes in this restaurant are very unique.	2026-06-29 21:42:29
6480	我想從現在開始學習英文口說。	I want to start learning English conversation from now on.	2026-06-29 21:42:29
6481	這個週末我要去旅行。	I am going to travel this weekend.	2026-06-29 21:42:29
6482	我媽媽的妹妹很漂亮。	My mother's younger sister is very beautiful.	2026-06-29 21:42:29
6483	從這裡到公園大約需要十五分鐘。	It takes about fifteen minutes to get to the park from here.	2026-06-29 21:42:29
6484	這間酒店的酒吧很有氣氛，很多人喜歡去。	The bar in this hotel has a great atmosphere and many people like to go.	2026-06-29 21:42:29
6485	我覺得這樣的生活很好。	I think this kind of life is very good.	2026-06-29 21:42:29
6486	這個男人今年四十歲，還在唸書。	This man is forty years old and still studying.	2026-06-29 21:42:29
6487	我想買一套房子，房子要有三個房間。	I want to buy a house with three bedrooms.	2026-06-29 21:42:29
6488	這間餐廳的酒很好喝。	The alcohol in this restaurant is very delicious.	2026-06-29 21:42:29
6489	我妹妹很有樣子，畫畫很好。	My younger sister is very talented and paints very well.	2026-06-29 21:42:29
6490	我覺得這間餐廳很好，服務很周到。	I think this restaurant is very good and the service is very attentive.	2026-06-29 21:42:29
6491	這個女人很漂亮，很多人喜歡她。	This woman is very beautiful and many people like her.	2026-06-29 21:42:29
6492	我從小就很喜歡喝酒，現在也很喜歡。	I have liked drinking alcohol since I was a kid and still like it now.	2026-06-29 21:42:29
6493	這間房子有五個房間和二個客廳。	This house has five bedrooms and two living rooms.	2026-06-29 21:42:29
6494	我姐姐的房間很大，有很多書和衣服。	My sister's room is very big and has many books and clothes.	2026-06-29 21:42:29
6495	從這裡到火車站大約需要二十分鐘。	It takes about twenty minutes to get to the train station from here.	2026-06-29 21:42:29
6496	這間酒店的客室很舒適，價格也很合理。	The guest room in this hotel is very comfortable and the price is very reasonable.	2026-06-29 21:42:29
6497	我媽媽今年六十歲，還很健康和開朗。	My mother is sixty years old and still very healthy and optimistic.	2026-06-29 21:42:29
6498	這個男人今年三十歲，已經結婚並有兩個孩子。	This man is thirty years old and already married with two kids.	2026-06-29 21:42:29
6499	我想買一瓶酒送給我父親。	I want to buy a bottle of alcohol as a gift for my father.	2026-06-29 21:42:29
6500	這間餐廳的菜式很有樣子和很夠味。	The dishes in this restaurant are very unique and delicious.	2026-06-29 21:42:29
6501	我覺得這樣的生活很好和很充實。	I think this kind of life is very good and fulfilling.	2026-06-29 21:42:29
6502	這個女人很有樣子，唱歌和跳舞都很好。	This woman is very talented and sings and dances very well.	2026-06-29 21:42:29
6503	我從小就很喜歡玩體育。	I have liked playing sports since I was a kid.	2026-06-29 21:42:29
6504	這間房子有六個房間和三個客廳。	This house has six bedrooms and three living rooms.	2026-06-29 21:42:29
6505	我姐姐的生日是今年的最後一天。	My sister's birthday is on the last day of this year.	2026-06-29 21:42:29
6506	這間餐廳的酒很好喝和很有氣氛。	The alcohol in this restaurant is very delicious and has a great atmosphere.	2026-06-29 21:42:29
6507	我想從現在開始學習更多的語言。	I want to start learning more languages from now on.	2026-06-29 21:42:29
6508	這個週末我要去海邊玩和休息。	I am going to the beach to have fun and relax this weekend.	2026-06-29 21:42:29
6509	我媽媽的妹妹很漂亮和很善良。	My mother's younger sister is very beautiful and very kind.	2026-06-29 21:42:29
6510	從這裡到機場大約需要三十分鐘。	It takes about thirty minutes to get to the airport from here.	2026-06-29 21:42:29
6511	係我做的飯還不錯吃呢。	The meal I made is not bad.	2026-06-29 21:42:51
6512	你是哪裡人呢，係台灣人嗎？	Where are you from, are you Taiwanese?	2026-06-29 21:42:51
6513	我覺得這首歌很好聽很有樂趣。	I think this song is great and fun to listen to.	2026-06-29 21:42:51
6514	她對音樂有很大的樂趣和天賦。	She has a great talent and interest in music.	2026-06-29 21:42:51
6515	這種樂器很難學，但很有趣。	This instrument is hard to learn, but it's fun.	2026-06-29 21:42:51
6516	我對他的身體健康很擔心。	I'm worried about his physical health.	2026-06-29 21:42:51
6517	她身高很高，很引人注意。	She's very tall and noticeable.	2026-06-29 21:42:51
6518	我會紹介你給我的朋友。	I'll introduce you to my friends.	2026-06-29 21:42:51
6519	他是我的好朋友，很願意紹介。	He's my good friend and willing to introduce.	2026-06-29 21:42:51
6520	我現在身體不舒服，可能是病了。	I don't feel well, maybe I'm sick.	2026-06-29 21:42:51
6521	你最近身體還好嗎，沒有病吧？	How's your body recently, no illness?	2026-06-29 21:42:51
6522	我想學習更多關於身體健康的知識。	I want to learn more about physical health.	2026-06-29 21:42:51
6523	這種病很容易傳染，很危險。	This disease is contagious and dangerous.	2026-06-29 21:42:51
6524	她身體很虛弱，容易生病。	She's physically weak and prone to illness.	2026-06-29 21:42:51
6525	我對音樂和舞蹈有很大的樂趣。	I have a great interest in music and dance.	2026-06-29 21:42:51
6526	這首歌很好聽，很有樂趣。	This song is great and fun to listen to.	2026-06-29 21:42:51
6527	你喜歡什麼樣的樂器呢？	What kind of instrument do you like?	2026-06-29 21:42:51
6528	她對音樂有很大的天賦和樂趣。	She has a great talent and interest in music.	2026-06-29 21:42:51
6529	係我最好的朋友，很瞭解我。	He's my best friend, knows me well.	2026-06-29 21:42:51
6530	你是哪裡人呢，係哪裡長大的？	Where are you from, where did you grow up?	2026-06-29 21:42:51
6531	我覺得這個地方很好，很適合居住。	I think this place is great, suitable for living.	2026-06-29 21:42:51
6532	她對音樂有很大的樂趣，很喜歡唱歌。	She has a great interest in music, loves singing.	2026-06-29 21:42:51
6533	這種樂器很難學，但很有趣，值得學習。	This instrument is hard to learn, but fun and worth learning.	2026-06-29 21:42:51
6534	我對他的身體健康很擔心，希望他能早點恢復。	I'm worried about his physical health, hope he recovers soon.	2026-06-29 21:42:51
6535	她身高很高，很引人注意，很自信。	She's very tall, noticeable, and confident.	2026-06-29 21:42:51
6536	我會紹介你給我的朋友，希望你們能成為朋友。	I'll introduce you to my friends, hope you become friends.	2026-06-29 21:42:51
6537	他是我的好朋友，很願意紹介，很友善。	He's my good friend, willing to introduce, very kind.	2026-06-29 21:42:51
6538	我現在身體不舒服，可能是病了，需要休息。	I don't feel well, maybe I'm sick, need to rest.	2026-06-29 21:42:51
6539	你最近身體還好嗎，沒有病吧，很關心你。	How's your body recently, no illness, very concerned about you.	2026-06-29 21:42:51
6540	德國的汽車很有名	German cars are very famous	2026-06-29 21:44:27
6541	例外的情況也會發生	Exceptions can also happen	2026-06-29 21:44:27
6542	銀色的月光照耀著海面	The silver moonlight shines on the sea	2026-06-29 21:44:27
6543	短距離的旅程很舒適	Short distance travel is very comfortable	2026-06-29 21:44:27
6544	或許我們可以早點回家	Maybe we can go home early	2026-06-29 21:44:27
6545	矮樹的葉子很漂亮	The leaves of the dwarf tree are very beautiful	2026-06-29 21:44:27
6546	筷子的使用方法很簡單	The way to use chopsticks is very simple	2026-06-29 21:44:27
6547	麻糬的口感很軟綿	Mochi has a very soft texture	2026-06-29 21:44:27
6548	嘴巴的味覺很敏感	The taste buds in the mouth are very sensitive	2026-06-29 21:44:27
6549	豬肉的味道很香醇	Pork tastes very delicious	2026-06-29 21:44:27
6550	她女兒今年才七歲就很懂事了	Her daughter is only seven but already very mature	2026-06-29 21:44:27
6551	這條魚看起來非常新鮮好吃	This fish looks very fresh and delicious	2026-06-29 21:44:27
6552	德國的文化很豐富	German culture is very rich	2026-06-29 21:44:27
6553	例子的說明很清楚	The explanation of the example is very clear	2026-06-29 21:44:27
6554	銀色的首飾很漂亮	Silver jewelry is very beautiful	2026-06-29 21:44:27
6555	短距離的路程很方便	Short distance travel is very convenient	2026-06-29 21:44:27
6556	或許我們可以去旅行	Maybe we can go traveling	2026-06-29 21:44:27
6557	矮樹的枝葉很繁茂	The branches of the dwarf tree are very lush	2026-06-29 21:44:27
6558	筷子的材質很好	The material of the chopsticks is very good	2026-06-29 21:44:27
6559	麻糬的做法很複雜	The way to make mochi is very complicated	2026-06-29 21:44:27
6560	嘴巴的動作很快速	The movement of the mouth is very fast	2026-06-29 21:44:27
6561	豬肉的烹飪方法很多	There are many ways to cook pork	2026-06-29 21:44:27
6562	德國的歷史很悠久	German history is very long	2026-06-29 21:44:27
6563	例子的應用很廣泛	The application of the example is very wide	2026-06-29 21:44:27
6564	銀色的色彩很優雅	Silver color is very elegant	2026-06-29 21:44:27
6565	短距離的賽跑很刺激	Short distance running is very exciting	2026-06-29 21:44:27
6566	或許我們可以學習	Maybe we can learn	2026-06-29 21:44:27
6567	矮樹的種類很多	There are many kinds of dwarf trees	2026-06-29 21:44:27
6568	筷子的使用很普遍	The use of chopsticks is very common	2026-06-29 21:44:27
6569	麻糬的口感很細膩	Mochi has a very delicate texture	2026-06-29 21:44:27
6570	嘴巴的表情很豐富	The expression of the mouth is very rich	2026-06-29 21:44:27
6571	豬肉的保存方法很重要	The way to preserve pork is very important	2026-06-29 21:44:27
6572	德國的音樂很美麗	German music is very beautiful	2026-06-29 21:44:27
6573	例子的分析很深入	The analysis of the example is very in-depth	2026-06-29 21:44:27
6574	銀色的光輝很耀眼	Silver light is very dazzling	2026-06-29 21:44:27
6575	短距離的跳躍很有挑戰	Short distance jumping is very challenging	2026-06-29 21:44:27
6576	或許我們可以成長	Maybe we can grow	2026-06-29 21:44:27
6577	矮樹的葉子很鮮綠	The leaves of the dwarf tree are very green	2026-06-29 21:44:27
6578	筷子的設計很巧妙	The design of the chopsticks is very clever	2026-06-29 21:44:27
6579	麻糬的味道很甜美	Mochi tastes very sweet	2026-06-29 21:44:27
6580	嘴巴的感覺很敏感	The feeling in the mouth is very sensitive	2026-06-29 21:44:27
6581	豬肉的食用方法很多	There are many ways to eat pork	2026-06-29 21:44:27
6582	德國的藝術很發達	German art is very developed	2026-06-29 21:44:27
6583	例子的展示很生動	The presentation of the example is very vivid	2026-06-29 21:44:27
6584	銀色的質感很豪華	Silver texture is very luxurious	2026-06-29 21:44:27
6585	短距離的競賽很激烈	Short distance competition is very intense	2026-06-29 21:44:27
6586	或許我們可以成功	Maybe we can succeed	2026-06-29 21:44:27
6587	矮樹的生長很快速	The growth of the dwarf tree is very fast	2026-06-29 21:44:27
6588	筷子的製造很精細	The production of the chopsticks is very delicate	2026-06-29 21:44:27
6589	麻糬的做法很有趣	The way to make mochi is very interesting	2026-06-29 21:44:27
6590	嘴巴的動作很複雜	The movement of the mouth is very complicated	2026-06-29 21:44:27
6591	豬肉的保存很重要	The preservation of pork is very important	2026-06-29 21:44:27
6592	法院的地址很難找到	The address of the court is hard to find	2026-06-29 21:44:48
6593	她覺得自己變得太胖了	She thinks she has become too fat	2026-06-29 21:44:48
6594	典範的教育很重要	Paradigmatic education is important	2026-06-29 21:44:48
6595	春天是最美麗的季節	Spring is the most beautiful season	2026-06-29 21:44:48
6596	他去年夏天在海邊學會了游泳	He learned how to swim at the beach last summer	2026-06-29 21:44:48
6597	租房子比買房子便宜	Renting a house is cheaper than buying one	2026-06-29 21:44:48
6598	腿部受傷需要休息	Leg injuries need rest	2026-06-29 21:44:48
6599	野生動物需要保護	Wild animals need protection	2026-06-29 21:44:48
6600	法院的判決是最終的	The court's judgment is final	2026-06-29 21:44:48
6601	她覺得游泳是很好的運動	She thinks swimming is a great exercise	2026-06-29 21:44:48
6602	典型的台灣菜很好吃	Typical Taiwanese dishes are delicious	2026-06-29 21:44:48
6603	春假是最期待的	Spring break is the most anticipated	2026-06-29 21:44:48
6604	胖子需要運動減肥	Fat people need to exercise to lose weight	2026-06-29 21:44:48
6605	庭園的設計很美麗	The garden design is beautiful	2026-06-29 21:44:48
6606	地址的變化需要更新	Changes in address need to be updated	2026-06-29 21:44:48
6607	野餐是很好的休閒活動	Picnics are a great leisure activity	2026-06-29 21:44:48
6608	腿部的力量需要鍛鍊	Leg strength needs to be trained	2026-06-29 21:44:48
6609	典範的領導很重要	Paradigmatic leadership is important	2026-06-29 21:44:48
6610	租車比買車方便	Renting a car is more convenient than buying one	2026-06-29 21:44:48
6611	春天的天氣很舒適	Spring weather is very comfortable	2026-06-29 21:44:48
6612	法院的程序很複雜	Court procedures are very complex	2026-06-29 21:44:48
6613	她覺得自己變得太瘦了	She thinks she has become too thin	2026-06-29 21:44:48
6614	胖子需要健康的飲食	Fat people need a healthy diet	2026-06-29 21:44:48
6615	庭園的植物很漂亮	The garden plants are very beautiful	2026-06-29 21:44:48
6616	野生動物需要獸醫的照顧	Wild animals need veterinary care	2026-06-29 21:44:48
6617	典型的台灣文化很有趣	Typical Taiwanese culture is interesting	2026-06-29 21:44:48
6618	春假是很好的休閒時間	Spring break is a great leisure time	2026-06-29 21:44:48
6619	腿部的傷害需要治療	Leg injuries need treatment	2026-06-29 21:44:48
6620	租房子的條件很嚴格	The conditions for renting a house are very strict	2026-06-29 21:44:48
6621	野餐是很好的社交活動	Picnics are a great social activity	2026-06-29 21:44:48
6622	典範的教育需要師資	Paradigmatic education needs teachers	2026-06-29 21:44:48
6623	法院的判決是公正的	The court's judgment is fair	2026-06-29 21:44:48
6624	她覺得游泳是很好的運動方式	She thinks swimming is a great way to exercise	2026-06-29 21:44:48
6625	典型的台灣美食很好吃	Typical Taiwanese cuisine is delicious	2026-06-29 21:44:48
6626	春天的風景很美麗	Spring scenery is very beautiful	2026-06-29 21:44:48
6627	胖子需要運動健身	Fat people need to exercise to get fit	2026-06-29 21:44:48
6628	庭園的設計需要美感	Garden design needs aesthetics	2026-06-29 21:44:48
6629	地址的變化需要通知	Changes in address need to be notified	2026-06-29 21:44:48
6630	野生動物需要保護區	Wild animals need protected areas	2026-06-29 21:44:48
6631	腿部的力量需要發展	Leg strength needs to be developed	2026-06-29 21:44:48
6632	典範的領導需要魅力	Paradigmatic leadership needs charm	2026-06-29 21:44:48
6633	租車比買車划算	Renting a car is more cost-effective than buying one	2026-06-29 21:44:48
6634	春天的天氣很適合旅遊	Spring weather is very suitable for travel	2026-06-29 21:44:48
6635	法院的程序需要法律知識	Court procedures require legal knowledge	2026-06-29 21:44:48
6636	她覺得自己變得太瘦了需要增肥	She thinks she has become too thin and needs to gain weight	2026-06-29 21:44:48
6637	胖子需要健康的生活方式	Fat people need a healthy lifestyle	2026-06-29 21:44:48
6638	庭園的植物需要照顧	Garden plants need care	2026-06-29 21:44:48
6639	野生動物需要研究保護	Wild animals need research and protection	2026-06-29 21:44:48
6640	典型的台灣文化很豐富	Typical Taiwanese culture is rich	2026-06-29 21:44:48
6641	春假是很好的放鬆時間	Spring break is a great time to relax	2026-06-29 21:44:48
6642	腿部的傷害需要物理治療	Leg injuries need physical therapy	2026-06-29 21:44:48
6643	租房子的條件很嚴格需要謹慎	The conditions for renting a house are very strict and need to be careful	2026-06-29 21:44:48
6644	我媽媽的楚辭課程很受歡迎。	My mom's Chu Ci class is very popular.	2026-06-29 21:45:12
6645	他的鼻子很敏感，常流鼻血。	His nose is very sensitive and often bleeds.	2026-06-29 21:45:12
6646	最近我瘦了很多，感覺很開心。	I've lost a lot of weight recently and feel very happy.	2026-06-29 21:45:12
6647	小孩們看到美麗的風景就哭了。	The children cried when they saw the beautiful scenery.	2026-06-29 21:45:12
6648	我媽媽是一位德高望重的老師。	My mom is a highly respected teacher.	2026-06-29 21:45:12
6649	這個例子很好，值得我們去學習。	This example is great and worth learning from.	2026-06-29 21:45:12
6650	我餓死了，快點帶我去吃飯。	I'm starving, take me to eat quickly.	2026-06-29 21:45:12
6651	願你一切都好，身體健康。	I wish you all the best and good health.	2026-06-29 21:45:12
6652	她手上的銀戒指很漂亮。	The silver ring on her hand is very beautiful.	2026-06-29 21:45:12
6653	耳機的音質很好，適合音樂愛好者。	The earphones have great sound quality and are suitable for music lovers.	2026-06-29 21:45:12
6654	我哥哥的耳朵很小，但聽力很好。	My brother's ears are small but his hearing is great.	2026-06-29 21:45:12
6655	楚河的水質很好，適合遊泳。	The water quality of the Chu River is great and suitable for swimming.	2026-06-29 21:45:12
6656	最近我鼻子不舒服，可能是感冒。	My nose has been uncomfortable lately, maybe it's a cold.	2026-06-29 21:45:12
6657	她瘦的速度很快，讓人羨慕。	She lost weight very quickly, making people envious.	2026-06-29 21:45:12
6658	小孩子哭鬧的聲音很大，很吵。	The crying noise of the child is very loud and disturbing.	2026-06-29 21:45:12
6659	德國的文化很豐富，值得我們去學習。	German culture is very rich and worth learning from.	2026-06-29 21:45:12
6660	這個例子的意思是要我們去努力。	The meaning of this example is to encourage us to work hard.	2026-06-29 21:45:12
6661	我餓了，想去吃點東西。	I'm hungry and want to go eat something.	2026-06-29 21:45:12
6662	願你所有的願望都能實現。	I wish all your wishes come true.	2026-06-29 21:45:12
6663	銀色的月光照亮了夜晚。	The silver moonlight illuminated the night.	2026-06-29 21:45:12
6664	耳機的線很長，很方便使用。	The earphone cord is very long and convenient to use.	2026-06-29 21:45:12
6665	我媽媽教導我要有德行。	My mom taught me to have good morals.	2026-06-29 21:45:12
6666	最近我常看楚辭，很感動。	I've been reading Chu Ci lately and feel very moved.	2026-06-29 21:45:12
6667	鼻子不舒服的時候要多喝水。	When your nose is uncomfortable, you should drink more water.	2026-06-29 21:45:12
6668	她瘦了很多，但還是很開心。	She lost a lot of weight but is still very happy.	2026-06-29 21:45:12
6669	小孩子的哭聲很大，很傷心。	The crying voice of the child is very loud and sad.	2026-06-29 21:45:12
6670	德高望重的老師值得我們尊敬。	A highly respected teacher deserves our respect.	2026-06-29 21:45:12
6671	這個例子告訴我們要去努力。	This example tells us to work hard.	2026-06-29 21:45:12
6672	我餓了，想去吃飯。	I'm hungry and want to go eat.	2026-06-29 21:45:12
6673	願你所有的夢想都能實現。	I wish all your dreams come true.	2026-06-29 21:45:12
6674	銀色的耳環很漂亮，適合送給女朋友。	The silver earrings are very beautiful and suitable as a gift for a girlfriend.	2026-06-29 21:45:12
6675	耳機的音質很好，適合聽音樂。	The earphones have great sound quality and are suitable for listening to music.	2026-06-29 21:45:12
6676	我哥哥的耳朵很小，但聽力很好，很奇怪。	My brother's ears are small but his hearing is great, very strange.	2026-06-29 21:45:12
6677	楚河的水很清澈，適合遊泳。	The water of the Chu River is very clear and suitable for swimming.	2026-06-29 21:45:12
6678	最近我常流鼻血，可能是感冒。	I've been having nosebleeds lately, maybe it's a cold.	2026-06-29 21:45:12
6679	她瘦了很多，但還是很健康。	She lost a lot of weight but is still very healthy.	2026-06-29 21:45:12
6680	小孩子的哭聲很大，很吵，很擾人。	The crying voice of the child is very loud and disturbing.	2026-06-29 21:45:12
6681	德國的文化很豐富，值得我們去探索。	German culture is very rich and worth exploring.	2026-06-29 21:45:12
6682	這個例子的意思是要我們去奮鬥。	The meaning of this example is to encourage us to strive.	2026-06-29 21:45:12
6683	我餓了，想去吃點東西，解解饞。	I'm hungry and want to go eat something to satisfy my hunger.	2026-06-29 21:45:12
6684	願你所有的願望都能如願以償。	I wish all your wishes come true and are fulfilled.	2026-06-29 21:45:12
6685	銀色的月光照亮了夜晚的天空。	The silver moonlight illuminated the night sky.	2026-06-29 21:45:12
